objectid,title,creator,date,description,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,identifier,object_location,image_small,image_thumb,image_alt_text,object_transcript
herbarium_012,Butternut,Mary Ronsheim,1950-09-22,"<p>Family: Juglandaceae</p>
<p>Species: Juglans cinerea L.</p>
<p>These were found to the back of the Maintanence Building and Taylor, near Bever.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Butternut;,"Wooster, OH, USA",40.81052026,-81.93053702,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_012,/objects/cow_herbarium_012.jpg,/objects/small/cow_herbarium_012_sm.jpg,/objects/thumbs/cow_herbarium_012_th.jpg,,
herbarium_013,"Black Walnut, September 1950",Mary Ronsheim,1950-09-22,"<p>Family: Juglandaceae</p>
<p>Species: Juglans nigra L.</p>
<p>These were found to the back of the Maintanence Building and Taylor, near Bever.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Eastern black walnut,"Wooster, OH, USA",40.81052026,-81.93053702,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_013,/objects/cow_herbarium_013.jpg,/objects/small/cow_herbarium_013_sm.jpg,/objects/thumbs/cow_herbarium_013_th.jpg,,
herbarium_014,"Black Walnut, October 1950",Mary Ronsheim,1950-10-27,"<p>Family: Juglandaceae</p>
<p>Species: Juglans nigra L. (species of)</p>
<p>These were found to the north of Union and to the east of Kauke.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Eastern black walnut,"Wooster, OH, USA",40.81052026,-81.93053702,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_014,/objects/cow_herbarium_014.jpg,/objects/small/cow_herbarium_014_sm.jpg,/objects/thumbs/cow_herbarium_014_th.jpg,,
herbarium_015,Chamaecyparis,Mary Ronsheim,1950-11-10,"<p>Family: Juniperaceae</p>
<p>Species: Chamaecyparis</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Chamaecyparis; ,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_015,/objects/cow_herbarium_015.jpg,/objects/small/cow_herbarium_015_sm.jpg,/objects/thumbs/cow_herbarium_015_th.jpg,,
herbarium_016,American Arborvitae,Mary Ronsheim,1950-11-10,"<p>Family: Juniperaceae</p>
<p>Species: Thuja occidentalis L.</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Thuja occidentalis; ,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_016,/objects/cow_herbarium_016.jpg,/objects/small/cow_herbarium_016_sm.jpg,/objects/thumbs/cow_herbarium_016_th.jpg,,
herbarium_017,Black Ask,Mary Ronsheim,1950-10-04,"<p>Family: Oleaceae</p>
<p>Species: Fraxinus nigra Marsh.</p>
<p>These were found to the northeast of Wooster Experimental Station's Main Building. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Oleaceae,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_017,/objects/cow_herbarium_017.jpg,/objects/small/cow_herbarium_017_sm.jpg,/objects/thumbs/cow_herbarium_017_th.jpg,,
herbarium_018,Austrian Pine,Mary Ronsheim,1950-11-10,"<p>Family: Pinaceae</p>
<p>Species: Pinus nigra Arnold</p>
<p>These were found inside the Stadium entrance on Beall to the left.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Austrian pine,"Wooster, OH, USA",40.81052026,-81.93053702,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_018,/objects/cow_herbarium_018.jpg,/objects/small/cow_herbarium_018_sm.jpg,/objects/thumbs/cow_herbarium_018_th.jpg,,
herbarium_019,Canadian Hemlock,Mary Ronsheim,1950-11-10,"<p>Family: Pinaceae</p>
<p>Species: Tauga canadensis (L.) Carr.</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Eastern hemlock,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_019,/objects/cow_herbarium_019.jpg,/objects/small/cow_herbarium_019_sm.jpg,/objects/thumbs/cow_herbarium_019_th.jpg,,
herbarium_020,Black Cherry,Mary Ronsheim,1950-10-18,"<p>Family: Rosaceae</p>
<p>Species: Prunus virginiana L.</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Black cherry; Rosaceae,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_020,/objects/cow_herbarium_020.jpg,/objects/small/cow_herbarium_020_sm.jpg,/objects/thumbs/cow_herbarium_020_th.jpg,,
herbarium_021,Cottonwood or Carolina Poplar,Mary Ronsheim,1950-11-01,"<p>Family: Salicaceae</p>
<p>Species: Populus deltoides Marsh.</p>
<p>These were found near the fair grounds in Wooster.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Cottonwood; Hybrid black poplar,"Wooster, OH, USA",40.79628014,-81.94942887,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_021,/objects/cow_herbarium_021.jpg,/objects/small/cow_herbarium_021_sm.jpg,/objects/thumbs/cow_herbarium_021_th.jpg,,
herbarium_022,American Yew,Mary Ronsheim,1950-11-10,"<p>Family: Taxaceae</p>
<p>Species: Taxus canadensis Marsh.</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Yew; Taxaceae; ,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_022,/objects/cow_herbarium_022.jpg,/objects/small/cow_herbarium_022_sm.jpg,/objects/thumbs/cow_herbarium_022_th.jpg,,
herbarium_023,Bald Cyprus,Mary Ronsheim,1950-10-11,"<p>Family: Taxodiaceae</p>
<p>Species: Taxodium distichum (L.) Rich.</p>
<p>These were found in the arboretum at the Wooster Experimental Station. The Wooster Experimental Station is now the Ohio Agricultural Research and Development Center (OARDC). The OARDC conducts research on foods, agriculture, family and the environment.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; Trees--Age--Cyprus; Taxodiaceae,"Wooster, OH, USA",40.78232402,-81.93039671,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_023,/objects/cow_herbarium_023.jpg,/objects/small/cow_herbarium_023_sm.jpg,/objects/thumbs/cow_herbarium_023_th.jpg,,
herbarium_024,American Linden,Mary Ronsheim,1950-09-22,"<p>Family: Tiliaceae</p>
<p>Species: Tilia americana L.</p>
<p>These were found at Lowry's yard, on University Street.</p>",Leaves--Collection and preservation; Tree species; Trees; Dendrology; Biological specimens--Collection and preservation; American linden; Tiliaceae,"Wooster, OH, USA",40.81052026,-81.93053702,"Herbarium Collection, The College of Wooster Special Collections",Image;StillImage,image/jpeg,eng,In Copyright,https://rightsstatements.org/page/InC/1.0/?language=en,image,cow_herbarium_024,/objects/cow_herbarium_024.jpg,/objects/small/cow_herbarium_024_sm.jpg,/objects/thumbs/cow_herbarium_024_th.jpg,,
